net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,log(b),(log(R1/R1))^2,(log(R1/R2)) * (log(B1/B2)),(log(B1/B2))^2,Changeovers,A,B,C,G
1,13,0,0.1,VI 70,217,1.052631579,1033,VI 70,206,0.64516129,766,0.022592513,0.212608093,0.129871552,,,,0.000510422,0.002934125,0.01686662,629,,,,
1,17,0,0.1,VI 95,132,0.8,625,VI 45,302,0.8,1190,-0.359433012,0,-0.279666944,,,,0.12919209,0.100521532,0.0782136,586,,,,
1,15,8,0.1,VI 95,143,0.533333333,496,VI 45,334,1.6,1701,-0.368410429,-0.477121255,-0.535222637,,,,0.135726244,0.197181602,0.286463271,509,,,,
1,16,2,0.1,VI 95,144,0.64516129,612,VI 45,284,1.052631579,1260,-0.294955848,-0.212608093,-0.313619123,,,,0.086998952,0.092503794,0.098356954,538,,,,
1,17,4,0.1,VI 95,141,0.8,708,VI 45,286,0.8,1100,-0.30714692,0,-0.191359427,,,,0.094339231,0.058775459,0.03661843,520,,,,
1,15,0,0.1,VI 95,123,0.533333333,442,VI 45,310,1.6,1688,-0.401456582,-0.477121255,-0.581950173,,,,0.161167388,0.233627728,0.338666004,445,,,,
1,14,6,0.1,VI 70,248,1.6,1440,VI 70,168,0.533333333,555,0.169142399,0.477121255,0.414069509,,,,0.028609151,0.07003671,0.171453558,529,,,,
1,14,2,0.1,VI 70,243,1.6,1374,VI 70,184,0.533333333,618,0.120788451,0.477121255,0.346998258,,,,0.01458985,0.041913382,0.120407791,513,,,,
1,15,4,0.1,VI 95,137,0.533333333,490,VI 45,330,1.6,1846,-0.381793373,-0.477121255,-0.576035617,,,,0.145766179,0.219926581,0.331817032,476,,,,
1,17,8,0.1,VI 95,152,0.8,733,VI 45,294,0.8,1088,-0.286503742,0,-0.171524921,,,,0.082084394,0.049142532,0.029420798,616,,,,
1,18,6,0.1,VI 95,160,1.052631579,833,VI 45,283,0.64516129,910,-0.247666453,0.212608093,-0.038396391,,,,0.061338672,0.009509498,0.001474283,572,,,,
1,16,6,0.1,VI 95,155,0.64516129,623,VI 45,321,1.052631579,1336,-0.316173334,-0.212608093,-0.331318411,,,,0.099965577,0.104754047,0.10977189,543,,,,
1,19,0,0.1,VI 95,171,1.6,1116,VI 45,267,0.533333333,739,-0.193515151,0.477121255,0.179019756,,,,0.037448114,-0.034643035,0.032048073,567,,,,
1,13,4,0.1,VI 70,194,1.052631579,1078,VI 70,187,0.64516129,808,0.015960123,0.212608093,0.1252074,,,,0.000254726,0.001998326,0.015676893,657,,,,
1,13,8,0.1,VI 70,187,1.052631579,900,VI 70,220,0.64516129,847,-0.070581074,0.212608093,0.026359099,,,,0.004981688,-0.001860454,0.000694802,599,,,,
1,18,2,0.1,VI 95,160,1.052631579,910,VI 45,302,0.64516129,981,-0.27588696,0.212608093,-0.032627615,,,,0.076113615,0.009001534,0.001064561,623,,,,
1,13,1,0.1,VI 70,209,1.052631579,990,VI 70,201,0.64516129,783,0.016950229,0.212608093,0.101873433,,,,0.00028731,0.001726778,0.010378196,609,,,,
1,17,1,0.1,VI 95,149,0.8,699,VI 45,289,0.8,1086,-0.287711574,0,-0.19135265,,,,0.08277795,0.055054372,0.036615836,608,,,,
1,15,9,0.1,VI 95,128,0.533333333,472,VI 45,346,1.6,1833,-0.431866129,-0.477121255,-0.589220466,,,,0.186508354,0.254464362,0.347180758,472,,,,
1,17,5,0.1,VI 95,134,0.8,629,VI 45,327,0.8,1249,-0.387442954,0,-0.297911793,,,,0.150112043,0.115423825,0.088751436,584,,,,
1,16,3,0.1,VI 95,150,0.64516129,644,VI 45,310,1.052631579,1306,-0.315270435,-0.212608093,-0.30705731,,,,0.099395447,0.096806091,0.094284191,620,,,,
1,15,1,0.1,VI 95,122,0.533333333,449,VI 45,329,1.6,1775,-0.430836067,-0.477121255,-0.596952016,,,,0.185619717,0.257188459,0.35635171,497,,,,
1,14,3,0.1,VI 70,213,1.6,1318,VI 70,176,0.533333333,668,0.082866936,0.477121255,0.295138948,,,,0.006866929,0.02445726,0.087106998,606,,,,
1,14,7,0.1,VI 70,204,1.6,1237,VI 70,153,0.533333333,628,0.124938737,0.477121255,0.294410056,,,,0.015609688,0.03678322,0.086677281,543,,,,
1,15,5,0.1,VI 95,108,0.533333333,428,VI 45,344,1.6,1795,-0.503134687,-0.477121255,-0.622620684,,,,0.253144513,0.313262063,0.387656516,453,,,,
1,17,9,0.1,VI 95,145,0.8,711,VI 45,303,0.8,1120,-0.320074626,0,-0.197348422,,,,0.102447766,0.063166222,0.0389464,580,,,,
1,18,7,0.1,VI 95,154,1.052631579,809,VI 45,270,0.64516129,897,-0.243843043,0.212608093,-0.044843921,,,,0.05945943,0.010934878,0.002010977,600,,,,
1,19,1,0.1,VI 95,177,1.6,1157,VI 45,239,0.533333333,690,-0.130424635,0.477121255,0.224484268,,,,0.017010585,-0.029278279,0.050393187,518,,,,
1,16,7,0.1,VI 95,145,0.64516129,555,VI 45,301,1.052631579,1293,-0.317198493,-0.212608093,-0.367305542,,,,0.100614884,0.116508764,0.134913361,522,,,,
1,13,5,0.1,VI 70,206,1.052631579,1065,VI 70,193,0.64516129,777,0.028309911,0.212608093,0.136928589,,,,0.000801451,0.003876436,0.018749438,565,,,,
1,13,9,0.1,VI 70,220,1.052631579,978,VI 70,192,0.64516129,721,0.059121452,0.212608093,0.13240359,,,,0.003495346,0.007827893,0.017530711,586,,,,
1,18,3,0.1,VI 95,170,1.052631579,858,VI 45,284,0.64516129,962,-0.222869419,0.212608093,-0.049687784,,,,0.049670778,0.011073888,0.002468876,618,,,,
1,19,2,0.1,VI 95,158,1.6,1036,VI 45,274,0.533333333,834,-0.239093476,0.477121255,0.094193705,,,,0.05716569,-0.0225211,0.008872454,589,,,,
1,19,6,0.1,VI 95,154,1.6,1086,VI 45,240,0.533333333,761,-0.192690521,0.477121255,0.154445168,,,,0.037129637,-0.02976012,0.02385331,544,,,,
1,20,4,0.1,VI 120,95,0.533333333,245,VI 20,657,1.6,2817,-0.839841764,-0.477121255,-1.060620763,,,,0.705334189,0.890753613,1.124916402,287,,,,
1,20,0,0.1,VI 120,87,0.533333333,230,VI 20,665,1.6,2812,-0.883302393,-0.477121255,-1.08728748,,,,0.780223117,0.960403633,1.182194065,284,,,,
1,21,6,0.1,VI 120,108,0.64516129,351,VI 20,633,1.052631579,2148,-0.767979955,-0.212608093,-0.786727161,,,,0.589793211,0.604190689,0.618939625,419,,,,
1,21,2,0.1,VI 120,112,0.64516129,377,VI 20,593,1.052631579,1921,-0.723836671,-0.212608093,-0.707186015,,,,0.523939526,0.51188717,0.500112059,417,,,,
1,20,8,0.1,VI 120,89,0.533333333,257,VI 20,667,1.6,2980,-0.874735827,-0.477121255,-1.064283141,,,,0.765162768,0.930966594,1.132698604,318,,,,
1,22,4,0.1,VI 120,119,0.8,491,VI 20,568,0.8,1558,-0.678801374,0,-0.501485961,,,,0.460771306,0.34040936,0.251488169,465,,,,
1,22,8,0.1,VI 120,115,0.8,502,VI 20,554,0.8,1567,-0.682811924,0,-0.494365279,,,,0.466232124,0.337558508,0.244397029,478,,,,
1,22,0,0.1,VI 120,109,0.8,484,VI 20,566,0.8,1583,-0.715389933,0,-0.514635553,,,,0.511782757,0.368165094,0.264849753,469,,,,
1,23,2,0.1,VI 120,122,1.052631579,651,VI 20,493,0.64516129,1233,-0.606487089,0.212608093,-0.277382088,,,,0.367826589,0.168228655,0.076940823,554,,,,
1,23,6,0.1,VI 120,128,1.052631579,609,VI 20,532,0.64516129,1379,-0.618701663,0.212608093,-0.354946974,,,,0.382791747,0.219606283,0.125987354,535,,,,
1,24,0,0.1,VI 120,124,1.6,862,VI 20,441,0.533333333,1025,-0.551016904,0.477121255,-0.0752166,,,,0.303619629,0.041445618,0.005657537,539,,,,
1,24,4,0.1,VI 120,117,1.6,761,VI 20,485,0.533333333,1163,-0.617555877,0.477121255,-0.184195058,,,,0.381375261,0.113750741,0.033927819,543,,,,
1,24,8,0.1,VI 120,143,1.6,951,VI 20,448,0.533333333,1015,-0.495941977,0.477121255,-0.028285525,,,,0.245958444,0.014027979,0.000800071,544,,,,
1,19,3,0.1,VI 95,158,1.6,1032,VI 45,253,0.533333333,782,-0.204463434,0.477121255,0.120472944,,,,0.041805296,-0.024632312,0.01451373,593,,,,
1,19,7,0.1,VI 95,176,1.6,1096,VI 45,267,0.533333333,826,-0.180998594,0.477121255,0.122830507,,,,0.032760491,-0.022232149,0.015087333,592,,,,
1,20,5,0.1,VI 120,87,0.533333333,270,VI 20,664,1.6,2915,-0.882648827,-0.477121255,-1.033274795,,,,0.779068951,0.912018785,1.067656802,323,,,,
1,20,1,0.1,VI 120,88,0.533333333,268,VI 20,658,1.6,2792,-0.873743221,-0.477121255,-1.01778062,,,,0.763427217,0.889278918,1.03587739,313,,,,
1,21,7,0.1,VI 120,107,0.64516129,378,VI 20,635,1.052631579,2103,-0.773389948,-0.212608093,-0.745347473,,,,0.598132011,0.576444243,0.555542855,450,,,,
1,21,3,0.1,VI 120,102,0.64516129,389,VI 20,630,1.052631579,2113,-0.790740378,-0.212608093,-0.734949896,,,,0.625270345,0.581154558,0.540151349,430,,,,
1,20,9,0.1,VI 120,77,0.533333333,231,VI 20,721,1.6,3125,-0.97144454,-0.477121255,-1.131238042,,,,0.943704493,1.098935019,1.279699507,325,,,,
1,22,5,0.1,VI 120,120,0.8,572,VI 20,524,0.8,1478,-0.640150041,0,-0.412278405,,,,0.409792075,0.263920038,0.169973483,553,,,,
1,22,9,0.1,VI 120,123,0.8,460,VI 20,571,0.8,1549,-0.666730997,0,-0.527293586,,,,0.444530222,0.351562978,0.278038526,488,,,,
1,22,1,0.1,VI 120,110,0.8,498,VI 20,529,0.8,1551,-0.682062987,0,-0.493382455,,,,0.465209918,0.336517911,0.243426247,474,,,,
1,23,3,0.1,VI 120,116,1.052631579,540,VI 20,552,0.64516129,1332,-0.677481089,0.212608093,-0.392110465,,,,0.458980625,0.265647425,0.153750617,463,,,,
1,23,7,0.1,VI 120,125,1.052631579,625,VI 20,515,0.64516129,1300,-0.614897216,0.212608093,-0.318063335,,,,0.378098586,0.195576259,0.101164285,539,,,,
1,24,1,0.1,VI 120,135,1.6,823,VI 20,471,0.533333333,1112,-0.542687139,0.477121255,-0.130704952,,,,0.29450933,0.070931896,0.017083784,541,,,,
1,24,5,0.1,VI 120,144,1.6,878,VI 20,458,0.533333333,1017,-0.502502986,0.477121255,-0.063826437,,,,0.252509251,0.032072975,0.004073814,520,,,,
1,24,9,0.1,VI 120,130,1.6,807,VI 20,474,0.533333333,1100,-0.561834989,0.477121255,-0.13451915,,,,0.315658555,0.075577565,0.018095402,549,,,,
1,19,4,0.1,VI 95,168,1.6,1084,VI 45,231,0.533333333,716,-0.138302698,0.477121255,0.18011626,,,,0.019127636,-0.024910565,0.032441867,583,,,,
1,19,8,0.1,VI 95,157,1.6,1046,VI 45,268,0.533333333,806,-0.232235142,0.477121255,0.113196643,,,,0.053933161,-0.026288238,0.01281348,577,,,,
1,20,6,0.1,VI 120,88,0.533333333,253,VI 20,649,1.6,2784,-0.867762025,-0.477121255,-1.04154871,,,,0.753010931,0.903816417,1.084823715,302,,,,
1,20,2,0.1,VI 120,73,0.533333333,214,VI 20,719,1.6,3121,-0.99340603,-0.477121255,-1.163879995,,,,0.986855541,1.156205406,1.354616643,265,,,,
1,21,8,0.1,VI 120,89,0.64516129,336,VI 20,659,1.052631579,2168,-0.869495408,-0.212608093,-0.80972,,,,0.756022264,0.704047822,0.655646479,413,,,,
1,21,4,0.1,VI 120,109,0.64516129,402,VI 20,601,1.052631579,2076,-0.741447974,-0.212608093,-0.713001296,,,,0.549745098,0.528653366,0.508370848,421,,,,
1,22,6,0.1,VI 120,111,0.8,476,VI 20,568,0.8,1584,-0.709025357,0,-0.522148225,,,,0.502716957,0.370216331,0.272638768,478,,,,
1,21,0,0.1,VI 120,94,0.64516129,344,VI 20,659,1.052631579,2210,-0.845757561,-0.212608093,-0.807833831,,,,0.715305852,0.683231571,0.652595499,425,,,,
1,23,0,0.1,VI 120,119,1.052631579,640,VI 20,490,0.64516129,1219,-0.614649119,0.212608093,-0.279823732,,,,0.377793539,0.17199341,0.078301321,562,,,,
1,22,2,0.1,VI 120,116,0.8,456,VI 20,567,0.8,1628,-0.68912507,0,-0.552689558,,,,0.474893362,0.38087223,0.305465747,472,,,,
1,23,4,0.1,VI 120,115,1.052631579,581,VI 20,541,0.64516129,1396,-0.672499425,0.212608093,-0.380709286,,,,0.452255476,0.256026776,0.14493956,495,,,,
1,23,8,0.1,VI 120,128,1.052631579,676,VI 20,516,0.64516129,1342,-0.605439732,0.212608093,-0.29780582,,,,0.366557269,0.180303476,0.088688306,574,,,,
1,24,2,0.1,VI 120,112,1.6,845,VI 20,452,0.533333333,1008,-0.605920412,0.477121255,-0.076603823,,,,0.367139546,0.04641582,0.005868146,534,,,,
1,24,6,0.1,VI 120,131,1.6,838,VI 20,454,0.533333333,1056,-0.539784557,0.477121255,-0.1004199,,,,0.291367368,0.054205111,0.010084156,510,,,,
1,19,5,0.1,VI 95,183,1.6,1086,VI 45,254,0.533333333,717,-0.142382627,0.477121255,0.18031067,,,,0.020272812,-0.025673107,0.032511938,519,,,,
1,19,9,0.1,VI 95,176,1.6,1154,VI 45,260,0.533333333,802,-0.16946068,0.477121255,0.158031441,,,,0.028716922,-0.026780115,0.024973936,588,,,,
1,21,9,0.1,VI 120,109,0.64516129,318,VI 20,635,1.052631579,2148,-0.765347227,-0.212608093,-0.829607157,,,,0.585756378,0.634937537,0.688248035,400,,,,
1,20,7,0.1,VI 120,86,0.533333333,270,VI 20,678,1.6,2976,-0.896731243,-0.477121255,-1.042269163,,,,0.804126921,0.934635321,1.086325008,310,,,,
1,20,3,0.1,VI 120,80,0.533333333,217,VI 20,693,1.6,2979,-0.937643248,-0.477121255,-1.137610769,,,,0.87917486,1.066673056,1.294158263,267,,,,
1,21,5,0.1,VI 120,103,0.64516129,378,VI 20,622,1.052631579,2107,-0.78095316,-0.212608093,-0.746172736,,,,0.609887838,0.582725956,0.556773752,457,,,,
1,21,1,0.1,VI 120,108,0.64516129,354,VI 20,660,1.052631579,2162,-0.78612018,-0.212608093,-0.785852428,,,,0.617984937,0.617774452,0.617564038,373,,,,
1,22,7,0.1,VI 120,110,0.8,488,VI 20,579,0.8,1698,-0.721285879,0,-0.541517864,,,,0.520253319,0.390589188,0.293241597,461,,,,
1,23,1,0.1,VI 120,100,1.052631579,573,VI 20,515,0.64516129,1370,-0.711807229,0.212608093,-0.378565945,,,,0.506669531,0.269465976,0.143312175,504,,,,
1,22,3,0.1,VI 120,114,0.8,488,VI 20,571,0.8,1627,-0.699731257,0,-0.522967731,,,,0.489623832,0.365936868,0.273495248,483,,,,
1,23,5,0.1,VI 120,125,1.052631579,651,VI 20,508,0.64516129,1236,-0.608953699,0.212608093,-0.278437482,,,,0.370824608,0.169555535,0.077527431,541,,,,
1,23,9,0.1,VI 120,128,1.052631579,639,VI 20,482,0.64516129,1228,-0.575837069,0.212608093,-0.283697509,,,,0.33158833,0.163363542,0.080484276,538,,,,
1,24,3,0.1,VI 120,122,1.6,822,VI 20,467,0.533333333,1053,-0.58295705,0.477121255,-0.107556554,,,,0.339838922,0.062700851,0.011568412,590,,,,
1,24,7,0.1,VI 120,127,1.6,849,VI 20,431,0.533333333,966,-0.530673549,0.477121255,-0.056069436,,,,0.281614416,0.029754567,0.003143782,571,,,,
