net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b),,epsilon
-1,19,9,0.1,VI 95,958,1.6,40458,VI 45,1438,0.533333333,21712,-0.176393377,0.477121255,0.27030458,7960,,,,,
-1,20,1,0.1,VI 120,587,0.533333333,3979,VI 20,4496,1.6,60220,-0.884188201,-0.477121255,-1.179966812,4604,,,,,
-1,20,0,0.1,VI 120,570,0.533333333,4093,VI 20,4330,1.6,61374,-0.880613041,-0.477121255,-1.175942684,4646,,,,,
-1,20,3,0.1,VI 120,551,0.533333333,3920,VI 20,4402,1.6,61396,-0.902498439,-0.477121255,-1.19485401,4584,,,,,
-1,20,2,0.1,VI 120,608,0.533333333,4044,VI 20,4464,1.6,61075,-0.865820607,-0.477121255,-1.179052329,4566,,,,,
-1,20,4,0.1,VI 120,622,0.533333333,4210,VI 20,4384,1.6,59828,-0.848080161,-0.477121255,-1.152622389,4744,,,,,
-1,20,6,0.1,VI 120,584,0.533333333,4242,VI 20,4393,1.6,60314,-0.876348356,-0.477121255,-1.152847467,5112,,,,,
-1,20,5,0.1,VI 120,531,0.533333333,3690,VI 20,4520,1.6,61509,-0.930043914,-0.477121255,-1.2219123,4403,,,,,
-1,20,7,0.1,VI 120,590,0.533333333,3946,VI 20,4490,1.6,60916,-0.881394329,-0.477121255,-1.188574297,4644,,,,,
-1,20,8,0.1,VI 120,555,0.533333333,3858,VI 20,4439,1.6,61298,-0.902992162,-0.477121255,-1.201084082,4495,,,,,
-1,20,9,0.1,VI 120,554,0.533333333,3865,VI 20,4489,1.6,61693,-0.908639841,-0.477121255,-1.203086391,4464,,,,,
-1,21,0,0.1,VI 120,621,0.64516129,6268,VI 20,4379,1.052631579,60192,-0.848283345,-0.212608093,-0.982409786,5584,,,,,
-1,21,1,0.1,VI 120,579,0.64516129,6002,VI 20,4400,1.052631579,59463,-0.880774113,-0.212608093,-0.995950825,5572,,,,,
-1,21,4,0.1,VI 120,588,0.64516129,6151,VI 20,4345,1.052631579,59203,-0.868612455,-0.212608093,-0.983397987,5706,,,,,
-1,21,3,0.1,VI 120,599,0.64516129,6308,VI 20,4493,1.052631579,60084,-0.875109596,-0.212608093,-0.978867153,5753,,,,,
-1,21,2,0.1,VI 120,575,0.64516129,5987,VI 20,4319,1.052631579,59773,-0.875715359,-0.212608093,-0.999295795,5416,,,,,
-1,21,5,0.1,VI 120,592,0.64516129,6262,VI 20,4398,1.052631579,60363,-0.870933518,-0.212608093,-0.984057752,6128,,,,,
-1,21,6,0.1,VI 120,605,0.64516129,6279,VI 20,4335,1.052631579,59567,-0.855233727,-0.212608093,-0.977115245,5936,,,,,
-1,21,7,0.1,VI 120,596,0.64516129,6083,VI 20,4427,1.052631579,59775,-0.870863262,-0.212608093,-0.992401768,5370,,,,,
-1,21,8,0.1,VI 120,589,0.64516129,6166,VI 20,4351,1.052631579,59843,-0.868473789,-0.212608093,-0.987009837,5806,,,,,
-1,21,9,0.1,VI 120,579,0.64516129,5972,VI 20,4447,1.052631579,60361,-0.885388566,-0.212608093,-1.004636627,5523,,,,,
-1,22,0,0.1,VI 120,594,0.8,8903,VI 20,4308,0.8,58413,-0.86048925,0,-0.816973138,6608,,,,,
-1,22,1,0.1,VI 120,592,0.8,8937,VI 20,4308,0.8,58093,-0.861953988,0,-0.812932047,6868,,,,,
-1,22,2,0.1,VI 120,676,0.8,9860,VI 20,4246,0.8,56454,-0.798033294,0,-0.757817804,6452,,,,,
-1,22,3,0.1,VI 120,607,0.8,9070,VI 20,4337,0.8,58428,-0.854000731,0,-0.809013734,6700,,,,,
-1,22,4,0.1,VI 120,639,0.8,9532,VI 20,4273,0.8,57624,-0.825232035,0,-0.781419368,7028,,,,,
-1,22,5,0.1,VI 120,678,0.8,9713,VI 20,4416,0.8,57160,-0.813799371,0,-0.769738831,7390,,,,,
-1,22,6,0.1,VI 120,602,0.8,9039,VI 20,4244,0.8,56791,-0.848178884,0,-0.79815913,6862,,,,,
-1,22,7,0.1,VI 120,615,0.8,9032,VI 20,4381,0.8,57977,-0.852698137,0,-0.80747181,6364,,,,,
-1,22,8,0.1,VI 120,616,0.8,9154,VI 20,4306,0.8,58266,-0.844493313,0,-0.803804296,6817,,,,,
-1,22,9,0.1,VI 120,642,0.8,9375,VI 20,4398,0.8,58471,-0.835720197,0,-0.794969245,6674,,,,,
-1,23,0,0.1,VI 120,655,1.052631579,14347,VI 20,4181,0.64516129,53918,-0.805038868,0.212608093,-0.574972676,8154,,,,,
-1,23,2,0.1,VI 120,650,1.052631579,14287,VI 20,4199,0.64516129,54215,-0.810232518,0.212608093,-0.579178417,7712,,,,,
-1,23,1,0.1,VI 120,649,1.052631579,15570,VI 20,4075,0.64516129,53630,-0.797882916,0.212608093,-0.537119184,7925,,,,,
-1,23,3,0.1,VI 120,639,1.052631579,14600,VI 20,4023,0.64516129,53734,-0.799049174,0.212608093,-0.565896315,8084,,,,,
-1,23,4,0.1,VI 120,635,1.052631579,13665,VI 20,4230,0.64516129,54231,-0.823566642,0.212608093,-0.598637977,7621,,,,,
-1,23,5,0.1,VI 120,629,1.052631579,13888,VI 20,4126,0.64516129,53605,-0.816878578,0.212608093,-0.586565593,7492,,,,,
-1,23,6,0.1,VI 120,686,1.052631579,15358,VI 20,3962,0.64516129,52612,-0.761590355,0.212608093,-0.534750148,7784,,,,,
-1,23,7,0.1,VI 120,641,1.052631579,14415,VI 20,4046,0.64516129,54210,-0.800167849,0.212608093,-0.575264761,7490,,,,,
-1,23,8,0.1,VI 120,636,1.052631579,13665,VI 20,4181,0.64516129,53608,-0.817823052,0.212608093,-0.593619969,7776,,,,,
-1,23,9,0.1,VI 120,660,1.052631579,14247,VI 20,4249,0.64516129,54389,-0.808742796,0.212608093,-0.58178765,7780,,,,,
-1,24,0,0.1,VI 120,678,1.6,24224,VI 20,3602,0.533333333,43357,-0.725314015,0.477121255,-0.252813367,8163,,,,,
-1,24,1,0.1,VI 120,754,1.6,26137,VI 20,3538,0.533333333,41938,-0.671386483,0.477121255,-0.205351977,8651,,,,,
-1,24,2,0.1,VI 120,700,1.6,24349,VI 20,3578,0.533333333,42807,-0.708542296,0.477121255,-0.245033663,7936,,,,,
-1,24,3,0.1,VI 120,709,1.6,25004,VI 20,3685,0.533333333,43762,-0.715791257,0.477121255,-0.243087672,8114,,,,,
-1,24,4,0.1,VI 120,696,1.6,25162,VI 20,3600,0.533333333,43381,-0.713693261,0.477121255,-0.236554401,8042,,,,,
-1,24,6,0.1,VI 120,698,1.6,24026,VI 20,3703,0.533333333,44038,-0.724698289,0.477121255,-0.263146114,8345,,,,,
-1,24,5,0.1,VI 120,738,1.6,25465,VI 20,3573,0.533333333,42291,-0.684976654,0.477121255,-0.220304274,8175,,,,,
-1,24,7,0.1,VI 120,695,1.6,25265,VI 20,3468,0.533333333,42355,-0.698094284,0.477121255,-0.224385384,7680,,,,,
-1,24,8,0.1,VI 120,673,1.6,24109,VI 20,3663,0.533333333,43567,-0.735821854,0.477121255,-0.256978459,8136,,,,,
-1,24,9,0.1,VI 120,737,1.6,25192,VI 20,3609,0.533333333,42695,-0.689919394,0.477121255,-0.22911437,8002,,,,,
